Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
27,6986,4,120,48,155,0.000302372,0.014334699,59.4,0.017086803,57,18,48,14,35,0.581126597,0.340573683,0.408652055,0.583450961,0.785577457,0.663199509,0.56307557,0.126398788,0.56307557,0.142399402
129,4515,2,10,56,135,0.00639815,0.012724575,56.6,0.014512919,59,16,52,10,37,0.505943544,0.29772338,0.341756197,0.585920055,0.826687969,0.681068851,0.562205675,0.12542018,0.562205675,0.138694093
35,3274,1,10,256,20,0.003245345,0.002985688,54.8,0.005822922,58,16,51,11,37,0.686498599,0.303187164,0.375865798,0.577308755,0.816861361,0.673949938,0.560024263,0.124126583,0.560024263,0.153052287
149,7453,2,165,256,25,0.000755687,0.002932856,57.6,0.005872223,59,15,54,8,38,0.38775,0.268240835,0.315330095,0.583387322,0.855076196,0.68955184,0.561658516,0.123673693,0.561658516,0.130971667
23,6603,3,40,64,105,0.000260554,0.011310166,56,0.012520211,57.8,16,51,11,37,0.478388278,0.293610469,0.355001812,0.581189088,0.828986257,0.677570172,0.561298363,0.123461064,0.561298363,0.132824854
118,588,4,45,256,50,0.003246051,0.002910347,56.8,0.00579558,57.6,17,50,11,36,0.478848676,0.303770331,0.363857392,0.58113414,0.818938968,0.674373624,0.561354649,0.123409498,0.561354649,0.132997683
77,9441,4,150,56,150,0.000410838,0.012612523,59,0.014552868,58.4,14,54,8,39,0.660464353,0.263504906,0.348922844,0.575564525,0.855398562,0.687016113,0.559451734,0.122874904,0.559451734,0.158118991
16,1310,4,115,40,110,0.000606559,0.018198864,54.2,0.018406248,58,22,45,16,31,0.490981937,0.40179826,0.407812114,0.583370737,0.713045558,0.613903629,0.557421909,0.118720085,0.557421909,0.133198843
71,2504,2,125,24,110,0.000724528,0.029074623,58.2,0.030026769,57.6,19,48,13,34,0.458470126,0.342024585,0.387105044,0.583777148,0.77166745,0.659788177,0.556846018,0.115652492,0.556846018,0.119969262
63,4094,4,65,64,120,0.000380032,0.011385285,56.2,0.012491755,57.2,15,52,10,38,0.546968947,0.272934383,0.35648362,0.572312357,0.834987176,0.678112667,0.55396078,0.110319761,0.55396078,0.118128387
131,4179,2,35,128,85,0.000646369,0.005817996,57.6,0.006697971,56.4,19,47,14,34,0.534252194,0.342024313,0.408141334,0.577921311,0.767856776,0.656432668,0.554940545,0.109227061,0.554940545,0.112048365
34,348,1,40,8,95,0.006771728,0.085812957,58.8,0.08674578,57,16,50,12,37,0.558496594,0.304513024,0.379611406,0.573398969,0.799466946,0.666100051,0.551989985,0.10546443,0.551989985,0.11648042
1,4038,1,95,8,135,0.003392497,0.094092989,56.8,0.086670027,56.2,21,44,18,32,0.553532123,0.388062525,0.432732884,0.563190437,0.706600925,0.613832454,0.547331725,0.096823783,0.547331725,0.105072934
47,5819,1,75,8,135,0.004983062,0.091727053,57.2,0.086358581,56.4,12,53,9,41,0.535743423,0.235279025,0.314036189,0.567559048,0.854460801,0.680406536,0.544869913,0.091985165,0.544869913,0.097052124
32,7608,3,35,128,20,0.001877779,0.00592142,55.6,0.006809645,57,12,54,8,41,0.49499127,0.223745869,0.287009258,0.564788344,0.860624746,0.679227805,0.542185308,0.085580739,0.542185308,0.105992783
31,2132,2,95,24,10,0.000271369,0.034828299,50.4,0.031061721,55,38,26,35,15,0.411602608,0.67890682,0.509049307,0.552130578,0.40663865,0.402813938,0.542772735,0.083097442,0.542772735,0.106627075
10,4449,1,105,16,10,0.000937631,0.045111485,52.8,0.04607076,55.8,8,57,5,45,0.689772727,0.14769786,0.225923127,0.554269955,0.916543003,0.689514794,0.532120431,0.068335496,0.532120431,0.118285613
83,4010,1,155,256,10,0.003398481,0.003643545,49.6,0.00594695,54.2,16,47,15,37,0.529272031,0.297108938,0.279722092,0.442311622,0.743481095,0.554595973,0.520295017,0.043049803,0.520295017,0.076646511
41,3089,3,195,8,15,0.000343738,0.094459865,48.8,0.089310667,52.4,27,35,27,26,0.406262626,0.48189261,0.401910733,0.437586635,0.55204918,0.452819803,0.516970895,0.037195485,0.516970895,0.039155267
42,6871,2,10,48,30,0.000150713,0.01476268,55.2,0.017721707,53.4,9,53,8,44,0.535227273,0.175551771,0.223273852,0.543563025,0.856517783,0.656935561,0.516034777,0.035263116,0.516034777,0.073870668
48,4639,3,55,16,15,0.000165865,0.045064922,49.4,0.046431364,53.4,32,30,32,21,0.302446634,0.589830508,0.399417552,0.385728815,0.433898305,0.349128778,0.511864407,0.023728814,0.511864407,0.037893237
128,9772,2,80,256,10,0.009217712,0.003511827,51.4,0.005983472,53.4,26,36,26,27,0.311335523,0.488135593,0.362832186,0.341471702,0.53559322,0.414785343,0.511864407,0.023728814,0.511864407,0.02442645
61,875,2,60,256,25,0.00011335,0.003028542,51.8,0.00596857,52.8,13,48,14,40,0.3556119,0.245986569,0.204658539,0.433922865,0.765645372,0.55367256,0.50581597,0.011504935,0.50581597,0.027530306
