Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
150,9306,3,150,256,35,0.00507025,0.00297483,51.4,0.005953112,55.6,33,31,31,20,0.4364685,0.601191658,0.481283422,0.567049227,0.489047919,0.420199609,0.545119789,0.091579613,0.545119789,0.107481616
5,998,2,40,256,70,0.000163095,0.003026854,52.2,0.005909103,57.4,17,49,13,36,0.376491721,0.313068,0.311062271,0.604745541,0.777692521,0.635196548,0.545380261,0.090134185,0.545380261,0.116572522
97,1216,4,10,256,200,0.000515832,0.002979357,56,0.005851268,57.2,20,46,16,33,0.371515152,0.359794168,0.334318285,0.467249746,0.726607818,0.567312568,0.543200993,0.086286912,0.543200993,0.081476198
12,9672,1,130,48,85,0.000404125,0.015242493,52,0.017618896,55.6,16,48,13,37,0.427482797,0.308095045,0.333468151,0.578314461,0.777887608,0.645840695,0.542991326,0.086133774,0.542991326,0.094836598
47,8841,2,160,128,10,0.008523649,0.006685478,50.2,0.006846024,56.8,18,48,14,35,0.351387164,0.33215106,0.320385586,0.585127969,0.754281104,0.634384518,0.543216082,0.085950936,0.543216082,0.094679467
17,2261,1,125,32,130,0.00018981,0.022200986,53.6,0.024426414,56,28,37,25,25,0.407449015,0.520769964,0.439204094,0.489383303,0.562421185,0.508382299,0.541595575,0.081837439,0.541595575,0.08186935
108,426,1,50,16,35,0.003262366,0.060576363,54.2,0.045407541,55.8,13,52,10,40,0.605767427,0.251511687,0.334878164,0.561549884,0.825214964,0.666636454,0.538363325,0.078889264,0.538363325,0.107728837
139,2466,4,195,64,30,0.001694116,0.012115204,54.2,0.01258968,55.6,32,32,30,21,0.429192226,0.586028708,0.472363975,0.365865728,0.487704918,0.414066877,0.536866813,0.075178005,0.536866813,0.076313688
98,1484,3,55,64,85,0.000459127,0.01223738,53.4,0.012689731,56.2,23,42,20,30,0.333056478,0.415574614,0.356063159,0.469400134,0.653089533,0.537758238,0.534332074,0.068958861,0.534332074,0.069604649
90,3324,2,115,256,10,0.002230925,0.010043809,48.6,0.00613741,55,17,46,15,36,0.223434939,0.324802744,0.257031598,0.527961092,0.730201765,0.561311895,0.527502255,0.055212145,0.527502255,0.046455078
51,2213,3,30,48,55,0.002704457,0.017730263,51.2,0.017937502,52.2,31,30,32,22,0.296583851,0.585454545,0.392108844,0.582502607,0.468852459,0.380518774,0.527153502,0.052184812,0.527153502,0.079665023
65,648,3,10,24,40,0.001056484,0.039704943,50,0.030583115,55,12,51,10,41,0.311581882,0.231205047,0.232184847,0.565846422,0.821326383,0.644906834,0.526265715,0.050594566,0.526265715,0.033963436
49,9698,4,145,32,30,0.000607521,0.026943611,55.8,0.024683944,53.8,19,44,18,34,0.42678685,0.338338299,0.31032551,0.450654342,0.706242119,0.54468458,0.522290209,0.046727954,0.522290209,0.054717702
134,7888,4,70,40,140,0.000278727,0.018840907,50.2,0.018553859,55,27,37,25,26,0.316464762,0.482345553,0.378164502,0.465215994,0.56147541,0.48166846,0.521910482,0.043385341,0.521910482,0.024787416
4,1707,1,170,24,20,0.000244346,0.033842138,50.4,0.030568398,52.8,13,49,13,40,0.319275319,0.242569087,0.205063011,0.593835125,0.776904161,0.576215846,0.509736624,0.019363135,0.509736624,0.027119803
145,1223,3,35,256,60,0.000145601,0.002995901,48.6,0.005960043,53.4,24,39,23,29,0.323191095,0.428267581,0.330563917,0.373220047,0.577616646,0.437127077,0.502942114,0.006479911,0.502942114,-0.006238154
28,9488,4,150,40,25,0.000159036,0.021183918,50.4,0.019143069,52.6,25,36,26,28,0.287438867,0.456140351,0.335595655,0.338266753,0.5475,0.415072003,0.501820175,0.003833718,0.501820175,0.004041335
7,2559,4,120,24,15,0.000565794,0.038452692,46.6,0.030983014,50.2,9,50,12,44,0.08490566,0.2,0.119205298,0.421008354,0.8,0.551135955,0.5,0,0.5,0
19,7080,4,160,24,25,0.000129828,0.0316955,49.6,0.031854805,53.2,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
94,7824,3,90,256,30,0.004272517,0.002997016,50.6,0.005939949,52.2,31,29,32,22,0.293881674,0.567272727,0.386991068,0.326000308,0.426229508,0.334598863,0.496751118,-0.006251792,0.496751118,-0.009174199
72,3237,3,40,40,15,0.005351945,0.019587008,47.6,0.019690223,51.6,23,37,25,30,0.3541133,0.430282486,0.313642709,0.329187243,0.559877744,0.414406547,0.495080115,-0.010209632,0.495080115,-0.016941426
133,8968,4,170,256,10,0.007533983,0.008193483,50,0.006607659,51.6,30,30,31,23,0.290120534,0.538153909,0.376603587,0.515215994,0.443869023,0.361475137,0.491011466,-0.017395422,0.491011466,-0.021959615
33,9732,4,200,256,20,0.003030303,0.004204041,48.6,0.005971746,50.8,20,39,23,33,0.187608363,0.356856703,0.245918889,0.473787423,0.616949153,0.456360329,0.486902928,-0.02460816,0.486902928,-0.043168618
