Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Unfreeze_layers,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
96,6092,4,25,48,10,5,0.000224229,0.58059452,83.38112946,0.66607721,61.51695862,34,37,25,19,0.584434751,0.632725545,0.597412638,0.662279491,0.603901885,0.618245232,0.618313715,0.232678823,0.618313715,0.24137837
36,4448,3,15,48,15,5,0.000821082,0.596799091,72.12223511,0.649703712,63.47001953,27,46,15,26,0.655898111,0.487788283,0.51466266,0.643388706,0.738112082,0.673165952,0.612950183,0.230559458,0.612950183,0.254329726
130,8359,2,40,16,20,0,0.000181338,0.604447357,66.73926315,0.652407285,62.85722885,29,43,19,24,0.59643398,0.540521292,0.539631796,0.656229692,0.679205175,0.654847292,0.609863233,0.222681999,0.609863233,0.234421089
128,1436,3,30,40,45,5,0.000342958,0.550470567,78.34159851,0.658466245,61.25740433,35,35,26,18,0.567314937,0.661505677,0.607949451,0.666518794,0.561888879,0.604371274,0.611697278,0.221521527,0.611697278,0.228445816
92,3854,3,150,12,10,3,0.000407239,0.621489211,65.62082291,0.6752774,60.36710434,38,32,30,15,0.565502334,0.700679364,0.613401953,0.691592852,0.523877466,0.573614806,0.612278415,0.219101049,0.612278415,0.239789035
80,4163,1,15,16,15,5,0.000132206,0.476140165,79.18306503,0.675185561,61.91200943,27,45,17,26,0.612533069,0.506321614,0.544023297,0.62674481,0.708823819,0.661092596,0.607572716,0.218271381,0.607572716,0.22638657
25,8046,1,125,32,25,5,0.000714677,0.552224321,69.29347305,0.699102542,61.75338058,29,42,20,24,0.584191142,0.547865445,0.55447529,0.651853803,0.665713019,0.643474043,0.606789232,0.215526848,0.606789232,0.224237791
60,3557,3,20,16,45,2,0.000111051,0.573038862,75.93056564,0.667383074,61.87194901,29,43,19,24,0.484608445,0.525223467,0.501133606,0.643324295,0.686974106,0.6503039,0.606098786,0.209221656,0.606098786,0.212507077
33,1608,3,65,32,30,5,0.000262076,0.618671734,70.98104019,0.658341566,60.94675903,28,43,19,25,0.589588248,0.514659965,0.545151311,0.625709227,0.689217144,0.652655574,0.601938555,0.204984613,0.601938555,0.209469314
105,2581,2,185,16,45,5,0.000199995,0.552971882,71.33623962,0.673094196,61.03623352,30,41,21,23,0.587041684,0.555117302,0.564168819,0.630606212,0.645587503,0.63091235,0.600352402,0.203638979,0.600352402,0.208961128
48,9591,3,55,8,10,3,0.000142422,0.582214615,67.18392715,0.658830171,58.80867538,35,32,30,18,0.585477642,0.654920273,0.593178955,0.649371753,0.54718752,0.55846577,0.601053897,0.201052772,0.601053897,0.217103595
10,1106,2,120,8,30,3,0.000549981,0.562829349,72.04477081,0.664298065,60.71363602,33,37,24,20,0.563072726,0.603422303,0.577494874,0.644471863,0.596623955,0.615081998,0.600023129,0.200128136,0.600023129,0.20371751
139,8360,4,20,32,45,3,0.000295316,0.568991078,73.05231323,0.662948752,61.28466339,35,35,27,18,0.456378211,0.637962225,0.530040411,0.704827886,0.565220147,0.58815987,0.601591186,0.1999351,0.601591186,0.222745705
90,498,3,100,24,15,2,0.003226139,0.659671113,60.46170502,0.664826863,59.83721695,29,40,21,24,0.58587248,0.542298449,0.55217471,0.624993618,0.658551254,0.633984075,0.600424852,0.198692811,0.600424852,0.205618426
147,1738,3,45,48,15,5,0.000598512,0.645586989,63.26398087,0.669742872,59.47926331,37,32,30,16,0.549983264,0.682365683,0.604668838,0.665536723,0.520805138,0.576967376,0.601585411,0.198259288,0.601585411,0.209144201
135,9491,3,10,40,30,2,0.000142529,0.529654309,97.31324005,0.667989037,60.88131714,25,45,16,28,0.610213278,0.477056509,0.516936297,0.618385902,0.718381762,0.658605767,0.597719136,0.197619855,0.597719136,0.209745666
101,785,2,135,8,20,3,0.000304088,0.586862251,66.65178375,0.672135304,59.69619217,33,35,26,20,0.568496372,0.629389222,0.590978192,0.632996233,0.56762092,0.59063967,0.598505071,0.197116014,0.598505071,0.199216852
46,5374,1,180,12,35,4,0.003729695,0.652903588,61.39216614,0.670792381,60.83113251,33,37,25,20,0.471346154,0.59416269,0.518045405,0.664371328,0.604430504,0.600550455,0.599296597,0.197012338,0.599296597,0.209140552
29,8316,1,135,12,10,4,0.000149048,0.597043373,66.54163284,0.68757353,60.66679459,32,38,24,21,0.573187399,0.592898408,0.568542376,0.648388726,0.6022977,0.606721446,0.597598054,0.196584326,0.597598054,0.207485119
108,3445,2,155,14,15,5,0.000438443,0.609790898,66.56755829,0.671505148,60.99213791,30,40,22,23,0.594362515,0.574865617,0.531578741,0.715810856,0.616349146,0.590115981,0.595607382,0.194209094,0.595607382,0.240359822
11,55,1,90,40,30,0,0.0356823,0.632878457,66.06732559,0.661702923,61.96518021,25,46,16,28,0.485576743,0.477203632,0.466982094,0.647124668,0.715167675,0.656253164,0.596185653,0.193283024,0.596185653,0.203579147
19,1157,4,145,48,10,2,0.003521268,0.647112552,62.35391541,0.666912263,61.06382065,31,39,23,22,0.549137237,0.580753156,0.549762585,0.657968301,0.610608021,0.620098754,0.595680589,0.191324531,0.595680589,0.198951668
122,6780,1,65,40,45,4,0.002843653,0.632493305,63.7762291,0.680778326,58.87349396,32,35,27,21,0.57175091,0.601796519,0.557305713,0.652657343,0.590357685,0.584195552,0.596077102,0.189974153,0.596077102,0.20675661
144,8691,2,65,16,5,2,0.000699749,0.63847677,63.77373199,0.662744545,60.56592407,27,42,20,26,0.575855311,0.502176121,0.514132837,0.628998868,0.684344049,0.647217167,0.593260085,0.186990488,0.593260085,0.194188531
42,9920,2,35,16,25,4,0.000202797,0.569600192,72.87549973,0.684813742,60.19769669,29,41,21,24,0.570725614,0.53020108,0.533784787,0.636347672,0.656481288,0.633102746,0.593341184,0.186144027,0.593341184,0.196400534
120,3647,2,65,40,45,3,0.000105833,0.539658337,76.19383163,0.662780748,59.44735107,31,38,24,22,0.558595365,0.578118668,0.566942466,0.625404287,0.602824396,0.612661989,0.590471532,0.181375086,0.590471532,0.182463669
49,9772,1,140,32,25,0,0.001195107,0.585041766,68.64498825,0.667003349,59.41289825,30,39,23,23,0.556789654,0.563852022,0.551741601,0.630648675,0.617294708,0.617040278,0.590573365,0.180381644,0.590573365,0.184190884
28,5563,2,35,12,15,2,0.000354645,0.588801424,70.51364212,0.673472207,59.84472809,30,39,23,23,0.554444014,0.55774452,0.553953598,0.62853427,0.621506615,0.623228203,0.589625567,0.179839213,0.589625567,0.181091221
113,6165,3,110,8,40,2,0.003939229,0.61421931,65.12952118,0.668388051,60.64113998,24,46,16,29,0.484376067,0.448939383,0.4389061,0.632688711,0.726447411,0.653472155,0.587693397,0.177798026,0.587693397,0.190632628
88,2017,2,130,40,45,0,0.000499462,0.598288424,66.41039581,0.661515259,61.21071548,24,47,15,29,0.501626943,0.439188505,0.453594553,0.616609304,0.734471595,0.65470498,0.58683005,0.1774545,0.58683005,0.187582586
132,631,4,55,24,40,4,0.0002391,0.612383325,68.08664627,0.662235345,58.95246201,35,33,29,18,0.544122649,0.65768338,0.594940952,0.640389404,0.520731774,0.57265597,0.589207577,0.177183529,0.589207577,0.181387862
131,7824,3,115,8,45,2,0.001291403,0.597770626,69.88114548,0.670903137,59.19317169,31,38,24,22,0.579761905,0.581498522,0.553087056,0.636154189,0.592988544,0.590091631,0.587243533,0.175710263,0.587243533,0.193978107
71,6685,3,80,10,30,2,0.000556147,0.626066816,62.66608658,0.685982547,58.71067734,34,34,28,19,0.548510787,0.643052816,0.585232325,0.638518325,0.532692682,0.572239484,0.587872749,0.174242947,0.587872749,0.181273471
116,2485,2,15,16,5,2,0.000131133,0.572612756,81.37610626,0.670097238,59.18188858,25,43,19,28,0.578948338,0.47921804,0.511362814,0.611488204,0.693647381,0.641656565,0.58643271,0.172961641,0.58643271,0.181257377
21,3833,3,140,48,30,5,0.000577912,0.659243452,60.7647789,0.677815966,59.38835983,27,42,20,26,0.57559148,0.492088685,0.514756007,0.613668525,0.678156913,0.635811231,0.585122799,0.171752789,0.585122799,0.179111511
103,562,4,70,48,15,2,0.00490622,0.65984258,59.24691315,0.663632042,57.76105423,37,29,33,16,0.561135218,0.705274012,0.594823167,0.661991668,0.472367111,0.523738791,0.588820561,0.17172441,0.588820561,0.198860271
145,6079,3,165,40,45,5,0.001950321,0.638445604,62.58284149,0.662545263,60.68799667,23,47,15,30,0.578517015,0.423633796,0.457974392,0.617530876,0.747145147,0.668203399,0.585389472,0.170795527,0.585389472,0.179752163
124,9680,3,125,12,45,5,0.000622016,0.638011095,63.46707764,0.673297693,58.70555038,31,36,25,22,0.548840462,0.587616273,0.563701043,0.62695453,0.582722658,0.599688397,0.585169466,0.170398742,0.585169466,0.173017582
123,2779,2,160,40,45,2,0.006622781,0.631239048,65.61087418,0.664381994,60.62266083,26,44,18,27,0.492731873,0.470074961,0.453122289,0.640900643,0.696796706,0.630189229,0.583435833,0.168916404,0.583435833,0.18934328
118,5363,4,195,40,45,1,0.001600329,0.649956174,64.44344177,0.668369893,60.48376389,17,53,9,36,0.725686388,0.305610665,0.358617703,0.603995841,0.856687274,0.69526586,0.58114897,0.165557649,0.58114897,0.213353869
136,2276,1,150,12,45,5,0.001017061,0.612301317,66.37780762,0.670424511,60.33151169,23,46,15,30,0.556048454,0.434632491,0.459878251,0.628318486,0.729123368,0.659175477,0.581877929,0.164997357,0.581877929,0.174062442
137,9350,2,25,10,10,1,0.000407114,0.65639316,60.90607452,0.664416757,60.43596878,26,43,19,27,0.460096764,0.482777558,0.461786002,0.631593172,0.680381249,0.628520735,0.581579403,0.163045365,0.581579403,0.169280356
35,8512,4,165,40,20,1,0.001065292,0.618819806,65.93350983,0.67219531,59.5921524,26,43,19,27,0.471607132,0.49350247,0.469987968,0.628544195,0.666643138,0.622119236,0.580072804,0.159648048,0.580072804,0.158281412
65,9381,2,145,8,20,1,0.00205021,0.646405789,62.41745605,0.661409163,60.14350357,27,43,19,26,0.460147033,0.484368537,0.466221013,0.622595866,0.67388126,0.629461781,0.579124898,0.159230514,0.579124898,0.162778926
26,3362,3,90,48,10,1,0.000830082,0.644798574,62.56260223,0.671904416,59.19642181,22,47,15,31,0.562049846,0.411884268,0.456626576,0.603598422,0.744707397,0.660588991,0.578295833,0.156833842,0.578295833,0.160608453
55,7053,2,60,10,45,2,0.007919826,0.655534464,61.49347763,0.667841959,59.69681473,24,44,17,29,0.467925382,0.439425552,0.445672511,0.614494475,0.713504446,0.644170621,0.576464999,0.153950814,0.576464999,0.159932489
121,3492,3,85,40,45,0,0.001832008,0.654597872,60.44925232,0.655534829,59.86282654,23,46,16,30,0.653097339,0.426587338,0.439964619,0.618820106,0.725747537,0.65295524,0.576167438,0.153522392,0.576167438,0.1780857
148,8649,3,135,48,15,5,0.002513879,0.661017272,61.86512909,0.665568697,59.09091721,22,46,16,31,0.441888498,0.405237748,0.402935868,0.619397431,0.747391637,0.656953189,0.576314692,0.153133834,0.576314692,0.15691658
141,440,2,50,40,40,4,0.001484191,0.652522727,60.49693604,0.678838643,58.91002502,25,43,19,28,0.558760014,0.462252743,0.483982323,0.612215425,0.690352181,0.63788354,0.576302462,0.152964244,0.576302462,0.161068439
78,9274,2,175,48,40,5,0.000600204,0.619261168,65.81370697,0.678446545,59.45776367,26,43,19,27,0.586160714,0.479555938,0.495945064,0.606807407,0.667895195,0.624881979,0.573725567,0.15191958,0.573725567,0.166160548
93,8058,1,60,16,45,0,0.000343363,0.567619421,67.28036575,0.674984551,58.12459641,30,36,26,23,0.564936082,0.561474663,0.538171509,0.624216185,0.587338203,0.57223705,0.574406433,0.151559131,0.574406433,0.166686131
61,9725,2,115,10,5,0,0.000192811,0.665453609,59.36797638,0.677862127,59.60615311,22,47,15,31,0.579559985,0.403902367,0.419021653,0.623914552,0.744473091,0.653853713,0.574187729,0.151403052,0.574187729,0.170973587
27,6439,1,85,8,35,5,0.000247993,0.614627064,66.72454224,0.677398783,59.35192413,19,49,13,34,0.58012165,0.354640244,0.428269253,0.590522337,0.793280879,0.675114306,0.573960562,0.149919167,0.573960562,0.158527734
58,1544,3,150,40,45,0,0.002430911,0.654324823,63.71765213,0.667749718,60.59054947,19,51,11,34,0.587972874,0.345257887,0.362600877,0.601869381,0.802782824,0.674420662,0.574020356,0.148728177,0.574020356,0.172582609
44,9064,1,120,14,35,0,0.062603714,0.685434311,55.01534729,0.672009539,59.94511414,25,44,18,28,0.48554689,0.471751994,0.454674047,0.615828061,0.673819651,0.611046957,0.572785822,0.148586215,0.572785822,0.163911309
74,7839,3,65,14,15,0,0.000382773,0.640254473,63.00462418,0.657250674,58.48510208,31,36,26,22,0.446697224,0.56155189,0.494271427,0.623121551,0.587284449,0.580294913,0.574418169,0.146925859,0.574418169,0.151674365
99,8373,3,50,16,35,5,0.000545416,0.64774218,61.3679306,0.684454854,57.79223022,30,36,26,23,0.537934579,0.56560871,0.547909622,0.615616995,0.580815291,0.592897793,0.573212,0.146530739,0.573212,0.149890618
81,5046,3,170,48,35,2,0.00022818,0.645168309,64.24783707,0.680146445,56.42955856,35,30,32,18,0.527003873,0.65073178,0.569247973,0.644899418,0.496522218,0.538645728,0.573626999,0.144695219,0.573626999,0.158704374
17,6257,1,40,10,30,0,0.001498788,0.62644234,63.63704453,0.659604796,60.33404465,21,48,14,32,0.429560309,0.388646174,0.391653422,0.608648096,0.757052066,0.662233366,0.57284912,0.144428135,0.57284912,0.124526456
149,3609,3,140,48,15,5,0.000832058,0.646575129,62.55376205,0.706074401,59.02804337,23,45,17,30,0.557161155,0.436504238,0.464777232,0.602988849,0.706275835,0.641571656,0.571390036,0.143873801,0.571390036,0.150442814
98,4571,2,15,32,45,2,0.005862717,0.646380772,61.6664505,0.680265602,56.62722244,34,31,30,19,0.543417119,0.625473165,0.563214124,0.624576157,0.518498141,0.549567504,0.571985653,0.14354609,0.571985653,0.155387089
114,7178,1,105,24,15,5,0.000888798,0.664807772,60.75301819,0.694684262,56.73973465,34,32,30,19,0.528550503,0.625023242,0.56946151,0.618906589,0.518918236,0.560471725,0.571970739,0.142328801,0.571970739,0.145668539
87,7019,3,30,16,35,2,0.001808663,0.635411942,62.81965714,0.68604444,57.73340988,30,37,25,23,0.538830409,0.547554851,0.498443277,0.639437253,0.594323209,0.582959415,0.57093903,0.141267295,0.57093903,0.156878017
127,9749,2,175,14,10,1,0.000517433,0.61083058,66.14777985,0.667112653,58.85398865,20,48,14,33,0.555423151,0.379327281,0.43446561,0.591866367,0.759202236,0.661817791,0.569264758,0.139487625,0.569264758,0.143098247
129,5696,1,180,32,35,3,0.024359229,0.680340422,60.38368149,0.672501559,59.74402084,24,45,17,29,0.432231298,0.443784439,0.424150525,0.624176014,0.695212345,0.638217681,0.569498392,0.138475512,0.569498392,0.139800695
126,3823,3,170,10,25,2,0.003306094,0.664466904,59.73921967,0.665165525,57.86676788,28,38,24,25,0.44080629,0.513142364,0.467251182,0.620877042,0.625511253,0.600744502,0.569326809,0.136094463,0.569326809,0.142555551
31,2271,4,95,14,15,4,0.001472746,0.663591347,60.07710037,0.670666713,58.80176849,16,51,10,37,0.36017094,0.323163713,0.340492982,0.594591351,0.812168979,0.674888985,0.567666346,0.136062001,0.567666346,0.136643896
63,1272,2,190,16,10,0,0.00033194,0.628042706,64.51154633,0.67370766,57.31024246,27,39,23,26,0.520482653,0.495336752,0.459654526,0.63353753,0.641174739,0.608630253,0.568255745,0.1354575,0.568255745,0.145074581
62,9798,3,200,40,45,2,0.000147856,0.670885805,59.36164246,0.683157514,56.14629517,30,34,27,23,0.536550542,0.567877132,0.535486336,0.61195716,0.569992573,0.574162141,0.568934852,0.135322957,0.568934852,0.143041907
43,6023,2,85,32,45,1,0.044373199,0.634032639,63.14803772,0.671160419,58.47369537,21,46,15,32,0.342624043,0.398308509,0.365692991,0.618948288,0.737871631,0.643232943,0.56809007,0.135275745,0.56809007,0.140827821
40,3377,1,85,24,20,3,0.001566049,0.664039935,59.88480301,0.682809183,57.57437286,20,45,16,33,0.443821449,0.382109075,0.385656716,0.598162072,0.74842686,0.646877877,0.565267967,0.130790987,0.565267967,0.134866009
111,2994,3,30,40,35,0,0.000253949,0.637247714,60.94769669,0.674938622,58.80067902,27,41,21,26,0.441430061,0.495328598,0.45859086,0.617234092,0.633688845,0.602728601,0.564508721,0.129426972,0.564508721,0.13515822
37,1546,4,120,12,20,1,0.000267157,0.649544311,61.99719772,0.670172383,59.48402328,20,49,13,33,0.555478674,0.364469647,0.368658889,0.599991398,0.763599932,0.658704102,0.564034789,0.128903872,0.564034789,0.150291966
76,6593,3,115,40,5,2,0.000169927,0.66366461,63.90568619,0.68388391,55.79277802,30,34,27,23,0.537045656,0.566532176,0.53632453,0.603603175,0.564706649,0.571120201,0.565619413,0.128144562,0.565619413,0.13574879
68,9330,3,155,48,15,5,0.000433177,0.634021498,63.9617363,0.690470494,56.46580048,28,36,25,25,0.542560899,0.523873757,0.511523339,0.606972403,0.60505883,0.584234824,0.564466294,0.127326759,0.564466294,0.138430096
57,6102,2,45,16,10,2,0.000487144,0.654100912,61.69751663,0.683103648,57.01532822,29,36,26,24,0.527686841,0.549073085,0.53293849,0.611369581,0.577210336,0.587697931,0.563141711,0.127106266,0.563141711,0.132506331
23,4815,2,40,24,40,2,0.004539184,0.612744231,67.45707474,0.682816534,56.87106094,35,30,32,18,0.505634507,0.64339317,0.553674597,0.67571618,0.483425471,0.530302541,0.56340932,0.126505491,0.56340932,0.14956894
97,4728,3,20,14,15,0,0.000747579,0.658935714,61.03880692,0.672410849,59.58177185,16,53,9,37,0.490181992,0.293522436,0.332291987,0.585978482,0.831382275,0.679191823,0.562452355,0.126040801,0.562452355,0.137619067
143,2256,1,120,24,10,0,0.000118913,0.613032925,68.29224319,0.670101946,58.05894547,26,41,21,27,0.513080636,0.474359824,0.462283067,0.631066018,0.653509896,0.616119196,0.56393486,0.125471622,0.56393486,0.13584082
47,4290,3,120,12,25,5,0.00011939,0.625778444,65.46151047,0.687786312,55.8898674,30,34,28,23,0.537279748,0.573926823,0.538410082,0.598712275,0.551133648,0.555672974,0.562530236,0.125238809,0.562530236,0.130331961
125,3681,4,95,40,30,0,0.005090231,0.650077485,61.54893112,0.668153499,59.22966309,13,56,6,40,0.467275098,0.233216014,0.250433967,0.591127236,0.890469575,0.698565113,0.561842794,0.124015529,0.561842794,0.143611722
59,306,2,25,24,10,2,0.000691954,0.652783713,62.64121628,0.68189772,56.30059357,26,39,23,27,0.549970651,0.489234098,0.504174033,0.587021549,0.629150031,0.599662337,0.559192064,0.119914042,0.559192064,0.127033305
84,1590,3,55,10,25,4,0.001226975,0.675458084,58.1578392,0.677492,57.84970856,26,40,22,27,0.638611436,0.48528444,0.452166666,0.608556634,0.632215199,0.587794057,0.558749819,0.119525099,0.558749819,0.144306445
140,6715,3,200,16,35,2,0.00021303,0.650710028,62.3089859,0.689443421,54.79200516,40,23,39,13,0.507578719,0.75515295,0.600664439,0.714436674,0.364022325,0.436628727,0.559587637,0.11627217,0.559587637,0.150225323
89,3477,4,115,8,20,5,0.000646872,0.679030047,57.62357559,0.678541897,56.37663498,19,46,16,34,0.327925926,0.365697893,0.331078569,0.615827596,0.754107818,0.634700553,0.559902855,0.115376282,0.559902855,0.12867389
115,736,3,115,48,10,0,0.001116664,0.643896106,62.02353058,0.670070477,56.94146042,24,41,20,29,0.566095772,0.44577229,0.476673948,0.579556938,0.668112296,0.612291639,0.556942293,0.115257448,0.556942293,0.128000741
51,301,2,115,40,45,2,0.000457437,0.662562527,59.99994888,0.696940297,55.14407883,30,33,29,23,0.530915738,0.568344315,0.525165379,0.615104966,0.549188824,0.544226096,0.55876657,0.114769815,0.55876657,0.130153789
77,2155,4,105,32,20,4,0.001377503,0.644405717,63.46654892,0.694521637,55.49061661,27,37,25,26,0.531604445,0.510431465,0.511228618,0.587541077,0.604892492,0.588462468,0.557661978,0.113978641,0.557661978,0.117178493
30,3855,2,160,10,35,3,0.009270415,0.655006056,58.82350769,0.679021669,58.81426773,15,52,10,38,0.360038986,0.282417428,0.301415834,0.588719708,0.828956975,0.67683985,0.555687202,0.113030942,0.555687202,0.11834341
82,3185,4,95,40,30,1,0.000880699,0.661550842,58.20774612,0.669509847,57.78442078,19,48,14,34,0.324160524,0.337936366,0.326629014,0.603372728,0.775453598,0.65751078,0.556694982,0.112089121,0.556694982,0.113437566
109,7335,3,145,10,10,1,0.000160119,0.649884556,60.60851364,0.675731787,57.60818863,20,47,15,33,0.333378817,0.354128619,0.337155933,0.597130142,0.755723812,0.641088877,0.554926216,0.110189871,0.554926216,0.112970954
73,1307,4,185,16,10,1,0.000303269,0.674354806,57.65917664,0.669842664,58.56770325,15,52,9,38,0.256073256,0.272788906,0.260869565,0.592329012,0.835454293,0.670179319,0.554121599,0.108344623,0.554121599,0.098064997
106,4735,3,35,40,30,0,0.014177396,0.659227264,58.3580658,0.671099636,56.21795731,20,45,17,33,0.341068323,0.355486714,0.335019234,0.594005807,0.754802723,0.629420247,0.555144718,0.108221841,0.555144718,0.115417003
150,8185,3,70,12,30,5,0.001128497,0.680999833,56.21768951,0.679377981,57.93817368,24,43,19,29,0.451766254,0.447604152,0.425152439,0.599787356,0.659108994,0.606850399,0.553356573,0.107502057,0.553356573,0.105993186
134,9063,2,100,16,10,0,0.002244134,0.666939177,58.74653091,0.675575556,56.90230789,27,39,23,26,0.427264343,0.488160504,0.443267242,0.611387269,0.620239383,0.586116851,0.554199943,0.107250852,0.554199943,0.115622879
110,1135,4,90,32,45,3,0.007733771,0.67136211,57.15445786,0.668787181,58.94521866,13,54,8,40,0.254673284,0.252702271,0.238507209,0.617770273,0.851173403,0.679388875,0.551937837,0.104209951,0.551937837,0.118589338
83,8365,2,125,12,45,3,0.010231383,0.675738821,56.05545197,0.676600363,58.62084732,21,46,16,32,0.362552934,0.387416344,0.339509452,0.633648399,0.714141749,0.582663035,0.550779047,0.102313396,0.550779047,0.121140593
52,8659,2,130,40,45,2,0.000182723,0.603495455,67.79359283,0.681957181,55.41923752,28,36,26,25,0.513315741,0.518933723,0.513904641,0.588413714,0.580106012,0.581894919,0.549519868,0.099028163,0.549519868,0.100371291
70,6840,3,110,16,15,0,0.002862546,0.663725781,61.46145096,0.676606818,58.175103,21,46,16,32,0.343421053,0.382670582,0.360021675,0.590601834,0.716311155,0.62631832,0.549490868,0.098965676,0.549490868,0.100500918
107,9704,1,190,48,25,2,0.002195815,0.632173026,67.70934143,0.695975729,54.19813995,32,30,32,21,0.509416876,0.594927152,0.542412632,0.58319431,0.499399032,0.528392276,0.547163092,0.095085574,0.547163092,0.093538691
16,3715,1,120,16,30,1,0.03846596,0.660269888,60.68049927,0.678145411,57.19406052,16,50,12,37,0.475028604,0.302375724,0.353140609,0.565843679,0.788291619,0.649855395,0.545333672,0.093834099,0.545333672,0.105923576
2,9692,1,135,48,15,2,0.049941588,0.735072974,51.90988541,0.673499419,57.46577148,30,36,26,23,0.325843972,0.551492281,0.407746085,0.535519024,0.539785624,0.482759235,0.545638953,0.089966886,0.545638953,0.108446606
22,1201,4,195,32,5,1,0.00029101,0.669494971,57.33267975,0.671370225,58.06725769,20,47,15,33,0.393075418,0.366373812,0.330676329,0.580902269,0.722060615,0.596167356,0.544217213,0.089849066,0.544217213,0.10992377
119,8028,3,65,40,45,5,0.012531378,0.683421935,56.26629486,0.676164597,56.7483017,25,40,22,28,0.423492063,0.468086034,0.403286171,0.497586988,0.617684774,0.526592957,0.542885404,0.087657853,0.542885404,0.098843528
53,6255,2,100,40,45,2,0.002152325,0.614349217,66.02373657,0.699258147,53.38388824,36,25,37,17,0.500222232,0.648833458,0.528410851,0.684317529,0.437587738,0.439773342,0.543210598,0.085124519,0.543210598,0.106327101
6,2789,3,70,32,20,3,0.00594012,0.675297517,57.2789444,0.671832316,57.48491974,20,46,15,33,0.34717828,0.361309417,0.347969925,0.575002211,0.721327506,0.619093357,0.541318461,0.08341068,0.541318461,0.086365219
7,9223,1,120,14,5,5,0.001693845,0.679800787,57.21505203,0.687897539,55.43761292,22,42,20,31,0.414791384,0.429392635,0.387942827,0.5817789,0.654025851,0.557265758,0.541709243,0.082935145,0.541709243,0.089255727
66,3946,3,50,48,15,5,0.000699046,0.682013434,56.56648407,0.689647339,53.70768738,27,34,28,26,0.508947799,0.508507348,0.49552119,0.571731805,0.57039776,0.554918608,0.539452554,0.079115355,0.539452554,0.079773227
18,9126,2,110,16,30,4,0.002455357,0.651253416,61.30858688,0.67482973,56.85901031,15,50,12,38,0.391084512,0.284848621,0.311479273,0.574338939,0.793336664,0.656640262,0.539092642,0.078063263,0.539092642,0.0730519
