Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
3,8643,1,50,24,115,0.000116394,0.029126919,56.8,0.030433548,57.6,15,52,10,38,0.47898374,0.278514028,0.342822443,0.579485966,0.842264251,0.682406363,0.560389139,0.122179129,0.560389139,0.13130711
10,403,2,85,256,135,0.000376835,0.002960499,55.6,0.005851392,58.8,19,49,13,34,0.382478006,0.342570573,0.338186693,0.614836667,0.777344134,0.640223047,0.559957354,0.120392973,0.559957354,0.140204452
14,8939,2,30,24,180,0.000625723,0.029734769,59.8,0.030226539,57.2,28,38,24,25,0.453643686,0.524109015,0.468047538,0.487262682,0.594325347,0.527117909,0.559217181,0.117951364,0.559217181,0.121206788
107,8883,2,145,24,60,0.000525835,0.033937874,55.4,0.030608334,58.6,16,52,10,37,0.367317867,0.299827311,0.327650518,0.587448045,0.816491761,0.675751669,0.558159536,0.116680553,0.558159536,0.119521871
126,1193,3,190,128,35,0.000828903,0.005911725,55.8,0.006791677,57.8,18,49,13,35,0.46700985,0.325204656,0.374645052,0.58185608,0.787804679,0.662558417,0.556504667,0.114245486,0.556504667,0.122696485
139,7197,1,135,128,100,0.000258163,0.005906077,55.8,0.006791665,58,18,49,13,35,0.377735291,0.331524261,0.326738382,0.605334993,0.773843162,0.630448929,0.552683711,0.105849829,0.552683711,0.12550364
17,6396,4,35,32,30,0.000149345,0.029271341,53.4,0.024740875,57.8,10,57,5,43,0.365367693,0.194850585,0.229343972,0.572749572,0.898351038,0.694883366,0.546600811,0.093281777,0.546600811,0.100498993
19,7620,1,35,256,140,0.000782352,0.003007393,54.2,0.005875388,57.2,17,50,12,36,0.366146617,0.30123441,0.317130095,0.576533839,0.788069335,0.648695912,0.544651873,0.089044747,0.544651873,0.084842943
8,3101,4,125,8,75,0.002884321,0.087794919,52.8,0.088049441,55.4,21,43,19,32,0.585455611,0.391078475,0.387535105,0.528138008,0.694182519,0.556695732,0.542630497,0.086215293,0.542630497,0.100961913
48,2443,1,60,48,60,0.00011092,0.014697086,56,0.017431506,57,10,56,6,43,0.488272727,0.188129714,0.268559553,0.562603924,0.896099344,0.690967078,0.542114529,0.085472827,0.542114529,0.105741711
134,472,3,115,8,20,0.005619647,0.092037726,51.4,0.088882676,55.2,20,44,18,33,0.375779967,0.359769747,0.308226219,0.455773179,0.700782269,0.543784958,0.530276008,0.060330193,0.530276008,0.077791509
44,4871,3,155,24,35,0.000329372,0.03229647,53.2,0.030477944,55.2,24,40,22,29,0.322239678,0.434661162,0.36104084,0.530657201,0.612027914,0.517877386,0.523344538,0.046440259,0.523344538,0.027135958
4,9470,4,185,32,45,0.000167802,0.022824067,53,0.024613935,54.6,12,51,11,41,0.396094943,0.232290155,0.261825013,0.556769328,0.808211683,0.65135395,0.520250919,0.039556501,0.520250919,0.038519108
62,2523,3,75,128,15,0.002639598,0.005946842,53.6,0.006870603,54.6,15,48,14,38,0.366887299,0.274626276,0.272308314,0.543395819,0.764355483,0.612766106,0.519490879,0.038888433,0.519490879,0.053233375
33,7033,3,145,256,65,0.000111206,0.002996721,49,0.00596145,54,32,31,31,21,0.306418265,0.576271186,0.398779898,0.373549327,0.457627119,0.375500933,0.516949153,0.033898305,0.516949153,0.042107596
20,5303,3,130,256,20,0.000114482,0.002981313,51.4,0.005935369,53.6,25,38,24,28,0.301091595,0.449478734,0.35905976,0.573354206,0.572759527,0.518036567,0.51111913,0.02201909,0.51111913,0.031276462
45,7286,4,110,32,10,0.001609308,0.026693654,48.8,0.025141244,52.6,34,27,34,19,0.415779967,0.613333333,0.420165519,0.233620004,0.393442623,0.29314445,0.503387978,0.007670103,0.503387978,0.015797781
99,5365,3,40,256,15,0.002259913,0.0031695,49.2,0.005942826,52.6,29,32,30,24,0.296608947,0.533996569,0.380266313,0.411049327,0.466708701,0.384785681,0.500352635,0.000438057,0.500352635,-0.006886509
105,3141,3,155,40,10,0.001739259,0.018276064,47.2,0.018933226,52.4,33,28,34,20,0.295779967,0.6,0.396165519,0.231882661,0.4,0.293573222,0.5,0,0.5,0
142,3958,2,170,256,15,0.000612738,0.002990196,52.8,0.00596209,52.4,33,28,34,20,0.295779967,0.6,0.396165519,0.231882661,0.4,0.293573222,0.5,0,0.5,0
144,50,4,45,256,50,0.000162648,0.003044445,48.6,0.005976166,52.4,33,28,34,20,0.295779967,0.6,0.396165519,0.231882661,0.4,0.293573222,0.5,0,0.5,0
94,7468,4,120,256,20,0.000480298,0.003015847,49,0.00595664,52.2,33,28,34,20,0.295689223,0.596363636,0.395321199,0.331074035,0.4,0.298392957,0.498181818,-0.00410072,0.498181818,-0.018136005
76,5625,3,175,256,30,0.002633069,0.003631914,51.8,0.005954608,51.8,30,30,31,23,0.292196007,0.539622642,0.376716986,0.321537833,0.45,0.357770753,0.494811321,-0.010420842,0.494811321,-0.011604345
