Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Unfreeze_layers,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
31,8543,2,60,48,45,2,0.0009651,0.625926749,64.28963318,0.683579186,57.58981476,31,35,27,22,0.531716559,0.567794091,0.53818456,0.623916387,0.578182935,0.589308701,0.572988513,0.144764123,0.572988513,0.150686954
17,5783,3,180,32,40,4,0.00019066,0.660313787,61.70123672,0.677565243,56.4468399,34,31,31,19,0.529656844,0.631027097,0.561303952,0.632997345,0.517725864,0.551183922,0.574376481,0.144055953,0.574376481,0.155360587
16,8696,2,120,8,45,2,0.00998252,0.651168866,59.6208786,0.676848921,58.78688202,26,42,20,27,0.448806076,0.491092311,0.456952158,0.635303091,0.650583495,0.611339426,0.570837903,0.14110702,0.570837903,0.153412106
71,9892,4,30,8,40,2,0.001464089,0.671329619,59.26610413,0.66076722,60.24459763,18,52,10,35,0.381871345,0.321965288,0.348155117,0.595420193,0.816392374,0.681162725,0.569178831,0.13917072,0.569178831,0.141802164
61,2052,3,35,40,40,3,0.0007448,0.659449798,64.9698143,0.672855396,58.65564041,24,43,19,29,0.521728426,0.463353077,0.467209022,0.603320445,0.674700878,0.62913823,0.569026978,0.137687938,0.569026978,0.134501889
122,5264,4,65,48,15,2,0.000437959,0.641428333,64.35563431,0.668572163,57.3344223,34,31,30,19,0.520998,0.627638885,0.556658025,0.639903654,0.507907806,0.552175848,0.567773345,0.135996756,0.567773345,0.147541105
83,3579,3,130,40,15,2,0.000366387,0.614630848,67.33219681,0.68930121,56.99207001,30,36,26,23,0.518906322,0.55832836,0.526001638,0.621425685,0.580195033,0.588842054,0.569261696,0.135040094,0.569261696,0.139494299
4,4956,3,105,48,30,3,0.000285651,0.65044038,65.14896393,0.674709795,56.93003006,29,36,26,24,0.524088292,0.545682112,0.53176657,0.606672141,0.580616785,0.590695865,0.563149448,0.126823652,0.563149448,0.128504965
51,5686,3,75,32,15,3,0.00311357,0.660248046,57.87801895,0.663402084,59.18072357,29,39,23,24,0.382094342,0.537201242,0.432149252,0.683481667,0.592074722,0.578362477,0.564637982,0.125995801,0.564637982,0.140797198
10,8952,3,155,10,40,5,0.00134304,0.684213161,53.91294098,0.6785705,59.64311142,11,58,4,42,0.296969697,0.208850772,0.231688312,0.590659257,0.913808323,0.70600333,0.561329547,0.124301574,0.561329547,0.137241633
114,9269,3,30,32,35,5,0.000988673,0.620593453,65.85946655,0.675456294,56.96869736,30,36,26,23,0.528490557,0.562544972,0.528575205,0.612131159,0.55767927,0.572218854,0.560112121,0.120863985,0.560112121,0.129665854
73,9380,2,20,24,25,1,0.000963405,0.664902837,59.26805344,0.678722371,58.01926498,23,44,18,30,0.451998215,0.409830457,0.427025863,0.589207447,0.710406309,0.635655406,0.560118383,0.12063116,0.560118383,0.123124817
62,6561,3,15,24,25,4,0.003237462,0.652746515,61.25723343,0.679204491,57.02046814,20,45,16,33,0.463596691,0.404128274,0.371457338,0.603505938,0.713452081,0.625476898,0.558790177,0.115636127,0.558790177,0.129661514
58,3214,3,110,40,15,2,0.00098957,0.66222904,60.93472824,0.69042689,57.00845413,26,39,23,27,0.540506346,0.487976461,0.490886598,0.586805945,0.625710561,0.586495616,0.556843511,0.115116937,0.556843511,0.120143528
143,2898,4,105,40,40,3,0.001319212,0.638481353,63.25215836,0.678694441,56.23293915,27,37,25,26,0.534558408,0.496618,0.486902414,0.588100534,0.618762477,0.585000644,0.557690239,0.113981368,0.557690239,0.119041479
107,2870,3,145,16,40,4,0.005209224,0.664573932,58.40317383,0.668219967,59.28581543,15,54,8,38,0.253686636,0.267284938,0.260307832,0.59521834,0.844198175,0.682412124,0.555741556,0.111506902,0.555741556,0.111666346
142,8449,2,190,8,25,1,0.001965328,0.654977715,61.75716782,0.678505954,58.76459427,17,51,11,36,0.361993368,0.311823706,0.333648708,0.583443767,0.79684314,0.665656551,0.554333423,0.10918795,0.554333423,0.1110563
33,4964,4,80,12,35,0,0.000143564,0.6214823,64.08968582,0.672220761,57.03610916,21,45,17,32,0.332174061,0.386046764,0.35628516,0.594464969,0.72352459,0.627340455,0.554785677,0.108963195,0.554785677,0.110543343
14,5059,2,40,24,10,5,0.000253349,0.566950675,70.47768326,0.679506855,55.15741272,29,34,28,24,0.517628125,0.543133474,0.519448344,0.587167798,0.56171164,0.562679702,0.552422557,0.106052969,0.552422557,0.104867681
52,3011,3,195,40,15,3,0.005398614,0.672324405,56.95636902,0.677862906,58.34804611,23,44,18,30,0.344499995,0.427404716,0.374920635,0.612048498,0.676940176,0.597963758,0.552172446,0.104067878,0.552172446,0.113239892
28,1053,2,130,12,45,3,0.002431367,0.68570959,56.61954575,0.679991978,56.86664658,26,39,22,27,0.455123457,0.470177384,0.395566307,0.61323571,0.635117661,0.578826079,0.552647522,0.103697127,0.552647522,0.12282012
136,5403,4,50,40,40,2,0.026065962,0.679077959,55.74471817,0.679144664,55.89597931,23,41,21,30,0.319237704,0.450724191,0.372121133,0.611060844,0.652514587,0.585343257,0.551619389,0.100686106,0.551619389,0.108654806
39,8038,2,85,48,30,4,0.000142949,0.646999417,65.42766647,0.691348332,55.08730392,30,33,29,23,0.515214576,0.562354448,0.533600526,0.585094164,0.535885342,0.553445906,0.549119895,0.097788179,0.549119895,0.099226871
29,6819,1,170,12,30,3,0.000482639,0.665996491,60.03527679,0.708477961,55.62939224,24,40,22,29,0.529704301,0.444003259,0.464023016,0.581270608,0.654047759,0.603839378,0.549025509,0.097342757,0.549025509,0.104103185
128,8662,3,30,24,15,2,0.000724084,0.640094292,63.19150085,0.68180483,55.68491974,30,34,28,23,0.509638932,0.561787297,0.524358914,0.60707422,0.533656464,0.553500356,0.547721881,0.096647166,0.547721881,0.105271137
26,9256,2,85,14,10,1,0.000178961,0.630923323,62.9850174,0.67938266,55.92140808,28,36,26,25,0.495162572,0.516824658,0.494636809,0.607307134,0.58159259,0.579223006,0.549208624,0.096025953,0.549208624,0.100360997
41,3625,1,165,10,45,1,0.000473353,0.63213606,61.39855118,0.688467581,55.79949036,24,41,21,29,0.509136905,0.452936665,0.42251531,0.593066946,0.642289097,0.589968695,0.547612881,0.093852984,0.547612881,0.100013743
70,9445,4,75,40,25,2,0.006894471,0.668056939,58.70019531,0.675476692,57.62065201,26,40,22,27,0.32951787,0.481174521,0.389991613,0.619461608,0.6129085,0.564652977,0.547041511,0.09337192,0.547041511,0.104715482
102,8123,1,135,40,5,3,0.000829582,0.623364024,64.22421417,0.740065518,54.55624161,31,31,31,22,0.537295813,0.571935251,0.528682108,0.582779871,0.518421517,0.519403627,0.545178384,0.093290196,0.545178384,0.10397411
88,7998,1,160,12,15,1,0.000302665,0.603166335,64.7507019,0.687946148,56.40381775,21,44,18,32,0.566751624,0.394419002,0.439059864,0.565505532,0.69411204,0.615238942,0.544265521,0.091846059,0.544265521,0.106999021
145,822,1,150,48,10,2,0.000353277,0.594041796,66.9935318,0.697817648,55.3359024,25,39,23,28,0.5144618,0.450407395,0.468168918,0.579234589,0.638844337,0.601179703,0.544625866,0.090674389,0.544625866,0.091326651
116,5600,3,155,40,15,1,0.000236017,0.681664298,55.10868835,0.68884208,57.37545929,11,55,7,42,0.245578231,0.207066895,0.224493927,0.571351981,0.875598991,0.683020686,0.541332943,0.082897938,0.541332943,0.083847396
144,9385,3,90,16,45,4,0.011720843,0.684490076,56.11952133,0.68529518,55.10632095,25,38,23,28,0.311094461,0.463212061,0.366571835,0.64625376,0.618984868,0.537562864,0.541098464,0.078918142,0.541098464,0.101892058
20,7698,1,100,48,20,0,0.028138431,0.699736991,54.93328705,0.68156591,57.04393539,10,56,6,43,0.243557169,0.18853621,0.205844156,0.572141478,0.890469575,0.686417659,0.539502892,0.078895002,0.539502892,0.081666443
45,8568,4,165,48,45,2,0.000372634,0.661545707,58.16233521,0.690804745,52.64552689,27,33,29,26,0.464558682,0.522869079,0.453920054,0.596200095,0.56054529,0.537064266,0.541707185,0.078288737,0.541707185,0.076126087
25,5738,3,155,40,30,2,0.028580659,0.726856631,50.32431488,0.680325218,57.065448,8,58,4,45,0.516,0.14690002,0.18299266,0.563324915,0.931147541,0.695068388,0.539023781,0.078142752,0.539023781,0.125369056
129,1342,4,140,14,30,3,0.003596812,0.673800111,57.98208771,0.679482566,56.46381989,14,51,11,39,0.219606742,0.285786164,0.242485501,0.624233462,0.791551072,0.633288284,0.538668618,0.078100587,0.538668618,0.096059883
90,8332,4,140,40,20,3,0.001739697,0.625858792,65.21849136,0.678617722,55.59347534,21,43,19,32,0.384644689,0.384652232,0.354626789,0.605153569,0.692977216,0.603092513,0.538814724,0.076146701,0.538814724,0.084357793
93,4431,3,30,24,15,3,0.014645288,0.693237853,53.67010574,0.688285089,57.33908386,9,57,5,44,0.130555556,0.159322034,0.14351145,0.583928781,0.915254237,0.693434216,0.537288136,0.074576271,0.537288136,0.076455285
98,4607,4,190,10,15,4,0.000513948,0.633083408,62.35094299,0.684034781,53.86372147,30,32,30,23,0.494810124,0.573403603,0.518081236,0.582073022,0.495051724,0.521069474,0.534227664,0.069809733,0.534227664,0.072484322
5,5855,3,40,48,35,1,0.000864099,0.658228899,59.62978897,0.682285074,56.60186386,20,45,17,33,0.329833358,0.369733407,0.346478753,0.571053937,0.696551392,0.607209798,0.5331424,0.066530285,0.5331424,0.067626765
35,6815,3,125,16,45,1,0.008778558,0.687495793,54.7016777,0.682665603,56.67995987,19,46,15,34,0.33476874,0.346472076,0.329941649,0.575529396,0.718133242,0.613092742,0.532302659,0.065325576,0.532302659,0.07114492
139,6318,3,125,40,15,0,0.001498227,0.654015091,63.58081055,0.687868795,55.47084274,25,38,24,28,0.617026118,0.460575859,0.414817886,0.568630694,0.603635038,0.538853212,0.532105448,0.063943251,0.532105448,0.087194086
78,6813,2,185,12,40,5,0.003664825,0.68269635,55.15913849,0.678201873,56.66111755,10,55,6,43,0.223684211,0.178189958,0.171005291,0.578859586,0.882464146,0.678129367,0.530327052,0.060656913,0.530327052,0.063101295
106,7554,2,75,8,25,1,0.00655395,0.678390921,55.56145401,0.682757904,55.99614944,28,36,26,25,0.31698365,0.511080617,0.38893778,0.485891877,0.548486759,0.480972821,0.529783688,0.058951759,0.529783688,0.065029217
1,5435,3,55,48,15,0,0.002526652,0.652844211,60.85000153,0.684010114,54.60159302,18,45,17,35,0.309728027,0.334754898,0.317488194,0.56536567,0.725003153,0.612449639,0.529879025,0.058621843,0.529879025,0.059858009
140,2507,4,15,24,20,2,0.009737756,0.683790465,54.10252151,0.681868513,56.46741333,8,57,5,45,0.123076923,0.150943396,0.13559322,0.572055075,0.903846154,0.682150967,0.527394775,0.054909091,0.527394775,0.056409294
81,713,1,80,8,25,2,0.00081018,0.636297363,62.61670609,0.718129302,53.04835892,22,39,23,31,0.503179979,0.396082509,0.410259153,0.553250367,0.654606408,0.585388695,0.525344458,0.052626914,0.525344458,0.052594722
3,154,2,145,32,40,1,0.087268547,0.693439946,54.52515488,0.678982904,55.87263412,16,48,13,37,0.312659698,0.304961479,0.259177215,0.456331038,0.743928869,0.562041074,0.524445174,0.049553121,0.524445174,0.046194502
84,7401,3,75,16,40,3,0.008007491,0.676261543,55.02673721,0.685090723,54.20679703,13,49,13,40,0.200151515,0.244593301,0.213821473,0.578738232,0.80557377,0.632045393,0.525083536,0.049548436,0.525083536,0.056932666
46,1797,3,200,40,40,0,0.00416132,0.679872487,58.23403091,0.682693702,55.0827095,6,58,4,47,0.234285714,0.107559809,0.146244344,0.55050924,0.938155738,0.690156487,0.522857773,0.048270269,0.522857773,0.056598303
103,8826,3,90,14,15,0,0.00130308,0.670742927,58.37338715,0.684308192,54.25816803,20,42,19,33,0.298496241,0.369622341,0.316476632,0.606551771,0.678921816,0.565011568,0.524272078,0.047790247,0.524272078,0.063490107
123,304,1,170,10,25,5,0.005933281,0.696380305,52.09299927,0.682252177,55.67923584,3,61,1,50,0.154545455,0.061818182,0.088311688,0.550079216,0.983606557,0.703906761,0.52271237,0.046805897,0.52271237,0.057858003
137,5290,3,35,12,35,2,0.038203557,0.685198034,53.84139709,0.68583793,53.79894943,8,54,8,45,0.101234568,0.182222222,0.13015873,0.589008354,0.868852459,0.648810374,0.525537341,0.04622486,0.525537341,0.059465397
124,1166,3,95,40,40,1,0.001466281,0.661558655,59.12789993,0.688046249,53.67354736,20,42,20,33,0.304695562,0.352399643,0.297768562,0.602931351,0.693161295,0.550034034,0.522780469,0.045854547,0.522780469,0.04745945
36,4826,1,95,40,10,0,0.001650934,0.680103521,57.38949051,0.682812912,52.88039322,22,38,24,31,0.398104575,0.401590592,0.382166335,0.559186944,0.643345374,0.571125656,0.522467983,0.044871278,0.522467983,0.043645355
94,7035,1,70,40,40,0,0.002390009,0.629283199,65.17071228,0.684596588,53.75644836,21,41,21,32,0.535008876,0.404057215,0.423325278,0.539880744,0.63833645,0.574977947,0.521196833,0.044579741,0.521196833,0.053553647
15,8442,3,170,14,40,0,0.006441121,0.680706889,55.35565567,0.686023021,55.70550919,7,57,5,46,0.118032787,0.135849057,0.126315789,0.559782347,0.903846154,0.677259663,0.519847605,0.039752907,0.519847605,0.040224111
2,8353,1,95,32,40,3,0.065761687,0.69626117,58.51464462,0.684296254,55.66263199,18,46,16,35,0.412177419,0.331107109,0.264415349,0.577913812,0.707627119,0.580593888,0.519367114,0.039334477,0.519367114,0.063184841
138,464,1,10,32,5,3,0.003293654,0.671928824,56.89227295,0.696440322,52.12957153,27,32,29,26,0.480724797,0.52841753,0.496762205,0.56495969,0.512643042,0.530076794,0.520530286,0.038651147,0.520530286,0.043320674
13,4602,4,165,10,35,1,0.009321828,0.679479099,56.55690689,0.684135326,54.38468857,27,36,26,26,0.31004329,0.484210526,0.362560053,0.349299011,0.55,0.422689215,0.517105263,0.035370139,0.517105263,0.036113898
95,3438,4,35,16,25,1,0.00295642,0.688632373,54.80901413,0.684651503,55.51503296,9,55,7,44,0.112195122,0.173584906,0.136296296,0.576185509,0.861538462,0.650092996,0.517561684,0.035309137,0.517561684,0.042458525
76,2543,3,40,48,15,3,0.099043222,0.704734795,50.61830063,0.687119273,55.3051857,4,59,2,49,0.126315789,0.081355932,0.098969072,0.548602694,0.952542373,0.693406809,0.516949153,0.033898305,0.516949153,0.036273813
80,8050,3,95,40,20,0,0.004472974,0.668472009,59.67164459,0.685841912,53.13148956,22,39,23,31,0.39985015,0.426037284,0.403572869,0.551492166,0.606009148,0.559171254,0.516023216,0.033118794,0.516023216,0.033252894
74,5937,3,10,16,30,4,0.001965285,0.685641833,54.73162766,0.685176961,55.32455673,9,55,7,44,0.110588235,0.177358491,0.136231884,0.577055075,0.853846154,0.642537441,0.515602322,0.031386861,0.515602322,0.039731447
134,2476,3,45,24,15,3,0.006931371,0.66509295,56.34876099,0.687638779,52.85555344,8,53,9,45,0.095348837,0.182222222,0.12519084,0.581008354,0.852459016,0.630148301,0.517340619,0.030979499,0.517340619,0.043812855
112,2015,4,180,12,40,0,0.003213536,0.68553171,55.29983368,0.687212406,55.13408051,5,58,4,48,0.116,0.109433962,0.112621359,0.549782347,0.919230769,0.680647513,0.514332366,0.028649139,0.514332366,0.028695985
109,8532,1,100,48,10,2,0.031801136,0.732377543,53.92473526,0.683530366,53.80434036,6,56,6,47,0.211027569,0.130398323,0.153065134,0.546161316,0.897099622,0.67098811,0.513748972,0.027579909,0.513748972,0.03088294
120,8350,2,80,16,45,3,0.002510922,0.672641319,56.02699738,0.68191637,52.66484146,18,42,20,35,0.281314131,0.358128655,0.304228603,0.640896948,0.668089533,0.543570674,0.513109094,0.026757248,0.513109094,0.05163299
133,494,4,195,48,10,1,0.001130293,0.679489023,55.7808403,0.687978981,54.35118942,19,43,19,34,0.307198839,0.355706602,0.328142525,0.552615607,0.670781414,0.584937056,0.513244008,0.026237497,0.513244008,0.027192501
127,8239,2,120,40,20,2,0.002741413,0.66550022,59.62635117,0.714329903,51.85861359,26,33,29,27,0.472992258,0.487664431,0.476237132,0.552036284,0.537506572,0.540327265,0.512585502,0.024647555,0.512585502,0.025101779
111,3857,3,175,10,25,3,0.011477178,0.695232167,52.63181534,0.679909974,54.94360428,21,43,19,32,0.208235294,0.373584906,0.266666667,0.467055075,0.65,0.503648552,0.511792453,0.023722628,0.511792453,0.030029582
59,7267,3,105,24,40,3,0.01618914,0.694920009,52.5887886,0.68581031,54.47233963,2,60,1,51,0.12173913,0.050909091,0.071794872,0.542758237,0.970491803,0.694455567,0.510700447,0.022031298,0.510700447,0.026802345
130,9147,3,130,8,25,0,0.004129619,0.687652323,54.81057663,0.686755693,54.75312805,19,44,18,34,0.208571429,0.343396226,0.256910569,0.451340789,0.676923077,0.523380353,0.510159652,0.020382166,0.510159652,0.021550898
